0.057192337	-0.24933422	-0.27520397	0.07066897	-0.26319447	-0.39854	0.09733715	0.27288648	0.023081677	-0.020680245	0.29408184	0.15058446	0.17595887	-0.2901958	-0.008664437	-0.026679933
0.1643423	-0.18374062	-0.6551384	0.48199666	-0.44232965	-0.6807818	0.51311564	0.37081933	0.39586318	-0.022366293	0.91186845	-0.517343	0.30250207	-0.4774856	0.16039348	-0.18548596
-0.021747546	0.13745059	-0.104708485	0.15072079	0.12306549	-0.33207497	-0.46884206	0.08780025	-0.0754611	0.074717395	-0.113618925	0.56568056	-0.26660258	-0.3138419	-0.16112389	-0.080891795
-0.18807074	-0.28564355	-0.17310743	-0.036842644	-0.024433957	-0.33216432	-0.07958419	0.109677605	-0.10074903	0.14746757	0.10475663	0.18825042	-0.00942936	-0.13692024	0.07389178	0.09120421
-0.029701084	-0.11391168	0.30923787	-0.25690666	-0.34888288	0.07120267	0.105341226	0.43148953	-0.16226928	0.016535496	-0.31084442	0.29540408	0.36256084	-0.06770649	-0.033638366	0.07760923
-0.15775947	0.57690346	0.09669137	0.22033846	0.62174344	-0.3344865	-0.94843125	-0.28041717	-0.20371453	0.21709977	-0.57702017	0.95083606	-0.86215234	-0.39666197	-0.19727007	-0.04544274
0.22757024	-0.21955204	-0.47460398	0.20142934	-0.3282107	-0.5290782	0.24391793	0.15006839	0.11843482	-0.10274178	0.57519597	-0.2905443	0.17591645	-0.2895559	0.018264834	-0.16846026
0.28805983	-0.0029227142	-0.071753874	0.17383036	-0.3009586	-0.22466922	0.008312668	0.2071972	0.17918263	-0.26972312	0.30200446	0.14763473	0.07732851	-0.30552673	-0.17637353	-0.23135127
0.2517206	0.63120717	0.6160472	-0.31505466	-0.078249626	0.21795438	-0.9016588	0.3574153	-0.40619493	-0.15641473	-0.87006485	0.9992433	-0.1846163	-0.08000406	-0.18484046	0.060731612
-0.072970815	-0.22994033	-0.4423616	0.31169546	0.21716696	-0.4398501	-0.25861987	-0.19141008	0.16778275	0.15000753	0.33239552	0.17510372	-0.44299456	-0.34711555	-0.053366307	-0.14917041
0.3618517	-0.3108282	-0.44660786	0.59852123	-0.113726005	-0.22572805	0.17619443	-0.35820392	0.6472571	-0.51350397	0.5933652	-0.40118176	-0.2020371	-0.662213	-0.6051294	-0.6003247
0.5699038	0.25692996	0.31235865	0.24273784	-0.6349429	0.26989272	-0.037550434	0.64483744	0.18770427	-0.55828905	0.10586388	0.3269232	0.5250867	-0.48168683	-0.31706887	-0.43997082
0.004095729	0.002471816	0.6543611	-0.64718944	-0.45104405	0.36405525	-0.0016135575	0.6082884	-0.54315895	-0.13714074	-0.79590535	0.48000145	0.6058897	0.26716742	0.034313437	0.25581515
0.053592764	-0.23391041	-0.4738215	0.15577334	-0.23266335	-0.64810777	0.23563555	0.2529407	0.05838941	0.13008697	0.64795166	-0.32530615	0.23664992	-0.21559119	0.31129748	0.038446415
-0.3834119	-0.43856308	-0.5493836	-0.28659144	-0.32035866	-0.5768174	0.55577964	0.48468056	-0.28716078	0.42570382	0.6487648	-0.5511364	0.43061897	0.24050362	0.5458142	0.46898776
0.26480952	-0.10304118	-0.49532208	0.2701704	-0.5686732	-0.63564986	0.44746605	0.6243726	0.2573767	-0.061545864	0.86243343	-0.5967828	0.50861263	-0.39413577	0.3211535	-0.08880111
0.060923077	0.06797121	0.043196466	-0.27495992	-0.62335384	-0.2612214	0.28655016	0.8244481	-0.32019842	0.019198019	0.2588286	-0.1450614	0.68611574	0.039264426	0.40760386	0.22390366
-0.28150764	-0.2811063	-0.5240991	-0.15147527	-0.03155355	-0.6161707	0.21643649	0.24174242	-0.2091143	0.43882576	0.34255674	-0.22726512	0.10918718	0.09070642	0.5137176	0.39495155
-0.7750823	-0.5869072	-0.9821235	0.08408133	0.9999916	-0.79631734	-0.7927374	-0.9323572	-0.1740107	0.79493594	-0.0039316746	0.44018534	-1.0943158	-0.04869282	0.20276608	0.30323067
-0.019483885	-0.3325663	0.16978644	-0.15004645	-0.35384166	0.24213327	0.12831989	0.17050877	0.022135954	-0.11329048	-0.13473478	-0.06730934	0.33020985	-0.043386728	-0.19322957	-0.09342132
